order_item_id,order_id,product_id,quantity,unit_price,discount_percent
OI001746,O000207,P00202,5,18797.28,33.3
OI001747,O000286,P00277,3,8185.53,37.8
OI001748,O000230,P00294,5,8302.2,7.5
OI001749,O900002,P00086,2,14800.87,37.6
OI001750,O000337,P00001,2,159.15,0.8
OI001751,O000299,P00381,4,17852.94,126.5
OI001752,O000582,P00047,1,12245.19,0.1
OI001753,O000095,P00197,5,18870.49,32.8
OI001754,O000468,P00380,5,28357.62,23.1
OI001755,O000046,P00199,1,22018.35,12.0
OI001756,O000561,P00218,4,11716.39,1.6
OI001757,O000604,P00264,3,7546.33,4.7
OI001758,O000457,P00043,1,2646.37,3.7
OI001759,O000711,P00133,3,22800.96,38.5
OI001760,O000194,P00326,3,19975.45,2.7
OI001761,O000285,P00212,-4,9717.38,37.7
OI001762,O000596,P00456,3,13015.08,5.9
OI001763,O000142,P00137,1,21219.57,21.6
OI001764,O000142,P00335,2,17934.26,30.7
OI001765,O000401,P00073,1,15073.83,2.8
OI001766,O000140,P00240,2,10819.48,38.8
OI001767,O000228,P00177,-4,8910.31,6.4
OI001768,O000143,P00283,3,3574.24,16.7
OI001769,O000647,P00499,3,635.18,26.6
OI001770,O000033,P00032,4,6649.99,10.6
OI001771,O000131,P00288,2,13802.61,1.2
OI001772,O000180,P00103,2,29707.14,25.1
OI001773,O000031,P00336,3,21488.37,0.5
OI001774,O000333,P00115,3,21789.64,38.8
OI001775,O000148,P00226,4,25578.69,12.0
OI001776,O000637,P00046,3,11041.93,28.8
OI001777,O000750,P00159,4,7858.24,14.0
OI001778,O000420,P00274,2,9603.72,4.1
OI001779,O000685,P00488,2,29607.28,20.4
OI001780,O000397,P00479,3,23516.83,38.1
OI001781,O000079,P00490,5,26527.84,16.4
OI001782,O000277,P00405,5,14065.74,3.2
OI001783,O000213,P00186,1,29251.52,4.4
OI001784,O000495,P00155,2,9464.89,10.9
OI001785,O000744,P00215,4,28429.48,6.0
OI001786,O000259,P00310,3,7777.66,31.4
OI001787,O000708,P00142,3,2729.45,4.9
OI001788,O000793,P00101,5,15982.77,133.8
OI001789,O000231,P00173,5,15063.24,34.6
OI001790,O000541,P00265,3,12651.29,0.9
OI001791,O000793,P00010,3,24515.1,39.7
OI001792,O000380,P00160,2,8441.08,32.1
OI001793,O000122,P00363,4,18377.89,38.0
OI001794,O000246,P00255,2,21926.43,34.9
OI001795,O000208,P00084,1,6129.17,23.8
OI001796,O000619,P00468,1,24246.87,1.3
OI001797,O000487,P00417,1,22531.35,19.9
OI001798,O000781,P00334,5,23442.16,4.2
OI001799,O000160,P00390,3,18543.49,30.1
OI001800,O000101,P00298,3,19120.36,32.9
